orig/2-way ball valves for gas with threaded connections.xlsx.xml,BKH Stainless Steel,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BKH-DN13-3/4" UNF,500,BKH-DN13-3_4 UNF-G,
orig/2-way ball valves for gas with threaded connections.xlsx.xml,BKH Stainless Steel,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BKH-DN20-1 1/16" UN,315,BKH-DN20-1 1_16 UN-G,
orig/2-way ball valves for gas with threaded connections.xlsx.xml,BKH Stainless Steel,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BKHP420-DN20-1 1/16" UN,420,-,
orig/2-way ball valves for gas with threaded connections.xlsx.xml,BKH Stainless Steel,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BKH-DN25-1 5/16" UN,315,BKH-DN25-1 5_16 UN-G,
orig/2-way ball valves for gas with threaded connections.xlsx.xml,BKH Stainless Steel,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BKHP420-DN25-1 5/16" UN,420,-,
orig/2-way ball valves for gas with threaded connections.xlsx.xml,MKHP Steel,DIN ISO 228 FEMALE THREAD,,MKHP-DN32-G1 1/4,350,MKHP-DN32-G1 1_4-STL-G,
orig/2-way ball valves for gas with threaded connections.xlsx.xml,MKHP Steel,DIN ISO 228 FEMALE THREAD,,MKHP-DN40-G1 1/2,350,MKHP-DN40-G1 1_2-STL-G,
orig/2-way ball valves for gas with threaded connections.xlsx.xml,MKHP Steel,DIN ISO 228 FEMALE THREAD,,MKHP-DN50-G2,350,MKHP-DN50-G2-STL-G,
orig/2-way ball valves for gas with threaded connections.xlsx.xml,MKHP Steel,ANSI B1.20.1 NPT FEMALE THREAD,,MKHP-DN32-1 1/4" NPT,350,MKHP-DN32-1 1_4 NPT-STL-G,
orig/2-way ball valves for gas with threaded connections.xlsx.xml,MKHP Steel,ANSI B1.20.1 NPT FEMALE THREAD,,MKHP-DN40-1 1/2" NPT,350,MKHP-DN40-1 1_2 NPT-STL-G,
orig/2-way ball valves for gas with threaded connections.xlsx.xml,MKHP Steel,ANSI B1.20.1 NPT FEMALE THREAD,,MKHP-DN50-2" NPT,350,MKHP-DN50-2 NPT-STL-G,
orig/2-way ball valves for gas with threaded connections.xlsx.xml,MKHP Steel,DIN 2353 - ISO 8434-1 LIGHT SERIES,,MKHP-DN32-35L,350,MKHP-DN32-35L-STL-G,
orig/2-way ball valves for gas with threaded connections.xlsx.xml,MKHP Steel,DIN 2353 - ISO 8434-1 LIGHT SERIES,,MKHP-DN40-42L,350,MKHP-DN40-42L-STL-G,
orig/2-way ball valves for gas with threaded connections.xlsx.xml,MKHP Steel,DIN 2353 - ISO 8434-1 HEAVY SERIES,,MKHP-DN32-38S,350,MKHP-DN32-38S-STL-G,
orig/2-way ball valves for gas with threaded connections.xlsx.xml,MKHP Steel,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,MKHP-DN32-1 5/8" UN,350,MKHP-DN32-1 5_8 UN-STL-G,
orig/2-way ball valves for gas with threaded connections.xlsx.xml,MKHP Steel,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,MKHP-DN40-1 7/8" UN,350,MKHP-DN40-1 7_8 UN-STL-G,
orig/2-way ball valves for gas with threaded connections.xlsx.xml,MKHP Steel,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,MKHP-DN50-2 1/2" UN,350,MKHP-DN50-2 1_2 UN-STL-G,
orig/2-way ball valves for gas with threaded connections.xlsx.xml,MKHP Stainless Steel,DIN ISO 228 FEMALE THREAD,,MKHP-DN32-G1 1/4,350,MKHP-DN32-G1 1_4-SST-G,
orig/2-way ball valves for gas with threaded connections.xlsx.xml,MKHP Stainless Steel,DIN ISO 228 FEMALE THREAD,,MKHP-DN40-G1 1/2,350,MKHP-DN40-G1 1_2-SST-G,
orig/2-way ball valves for gas with threaded connections.xlsx.xml,MKHP Stainless Steel,DIN ISO 228 FEMALE THREAD,,MKHP-DN50-G2,350,MKHP-DN50-G2-SST-G,
orig/2-way ball valves for gas with threaded connections.xlsx.xml,MKHP Stainless Steel,ANSI B1.20.1 NPT FEMALE THREAD,,MKHP-DN32-1 1/4" NPT,350,MKHP-DN32-1 1_4 NPT-SST-G,
orig/2-way ball valves for gas with threaded connections.xlsx.xml,MKHP Stainless Steel,ANSI B1.20.1 NPT FEMALE THREAD,,MKHP-DN40-1 1/2" NPT,350,MKHP-DN40-1 1_2 NPT-SST-G,
orig/2-way ball valves for gas with threaded connections.xlsx.xml,MKHP Stainless Steel,ANSI B1.20.1 NPT FEMALE THREAD,,MKHP-DN50-2" NPT,350,MKHP-DN50-2 NPT-SST-G,
orig/2-way ball valves for gas with threaded connections.xlsx.xml,MKHP Stainless Steel,DIN 2353 - ISO 8434-1 LIGHT SERIES,,MKHP-DN32-35L,350,MKHP-DN32-35L-SST-G,
orig/2-way ball valves for gas with threaded connections.xlsx.xml,MKHP Stainless Steel,DIN 2353 - ISO 8434-1 LIGHT SERIES,,MKHP-DN40-42L,350,MKHP-DN40-42L-SST-G,
orig/2-way ball valves for gas with threaded connections.xlsx.xml,MKHP Stainless Steel,DIN 2353 - ISO 8434-1 HEAVY SERIES,,MKHP-DN32-38S,350,MKHP-DN32-38S-SST-G,
orig/2-way ball valves for gas with threaded connections.xlsx.xml,MKHP Stainless Steel,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,MKHP-DN32-1 5/8" UN,350,MKHP-DN32-1 5_8 UN-SST-G,
orig/2-way ball valves for gas with threaded connections.xlsx.xml,MKHP Stainless Steel,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,MKHP-DN40-1 7/8" UN,350,MKHP-DN40-1 7_8 UN-SST-G,
orig/2-way ball valves for gas with threaded connections.xlsx.xml,MKHP Stainless Steel,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,MKHP-DN50-2 1/2" UN,350,MKHP-DN50-2 1_2 UN-SST-G,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,BKH Steel,DIN ISO 228 FEMALE THREAD,,BKH-DN4-G1/8,500,BKH-DN4-G1_8-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,BKH Steel,DIN ISO 228 FEMALE THREAD,,BKH-DN6-G1/4,500,BKH-DN6-G1_4-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,BKH Steel,DIN ISO 228 FEMALE THREAD,,BKH-DN10-G3/8,500,BKH-DN10-G3_8-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,BKH Steel,DIN ISO 228 FEMALE THREAD,,BKH-DN13-G1/2,500,BKH-DN13-G1_2-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,BKH Steel,DIN ISO 228 FEMALE THREAD,,BKH-DN16-G5/8,420,BKH-DN16-G5_8-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,BKH Steel,DIN ISO 228 FEMALE THREAD,,BKH-DN20-G3/4,420,BKH-DN20-G3_4-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,BKH Steel,DIN ISO 228 FEMALE THREAD,,BKH-DN25-G1,315,BKH-DN25-G1-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,BKH Steel,DIN ISO 228 FEMALE THREAD,,BKH-DN25/32-G1 1/4,315,BKH-DN25_32-G1 1_4-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,BKH Steel,DIN ISO 228 FEMALE THREAD,,BKH-DN25/40-G1 1/2,315,BKH-DN25_40-G1 1_2-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,BKH Steel,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN4-1/8" NPT,500,BKH-DN4-1_8 NPT-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,BKH Steel,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN6-1/4" NPT,500,BKH-DN6-1_4 NPT-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,BKH Steel,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN10-3/8" NPT,500,BKH-DN10-3_8 NPT-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,BKH Steel,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN13-1/2" NPT,500,BKH-DN13-1_2 NPT-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,BKH Steel,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN20-3/4" NPT,420,BKH-DN20-3_4 NPT-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,BKH Steel,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN25-1" NPT,315,BKH-DN25-1 NPT-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,BKH Steel,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN25/32-1 1/4" NPT,315,BKH-DN25_32-1 1_4 NPT-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,BKH Steel,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN25/40-1 1/2" NPT,250,BKH-DN25_40-1 1_2 NPT-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,BKH Steel,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN4-6L,500,BKH-DN4-6L-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,BKH Steel,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN6-8L,500,BKH-DN6-8L-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,BKH Steel,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN8-10L,500,BKH-DN8-10L-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,BKH Steel,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN10-12L,500,BKH-DN10-12L-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,BKH Steel,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN13-15L,500,BKH-DN13-15L-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,BKH Steel,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN16-18L,420,BKH-DN16-18L-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,BKH Steel,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN20-22L,420,BKH-DN20-22L-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,BKH Steel,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN25-28L,315,BKH-DN25-28L-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,BKH Steel,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN25/32-35L,315,BKH-DN25_32-35L-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,BKH Steel,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN25/40-42L,315,BKH-DN25_40-42L-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,BKH Steel,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN4-8S,500,BKH-DN4-8S-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,BKH Steel,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN6-10S,500,BKH-DN6-10S-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,BKH Steel,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN8-12S,500,BKH-DN8-12S-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,BKH Steel,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN10-14S,500,BKH-DN10-14S-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,BKH Steel,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN13-16S,500,BKH-DN13-16S-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,BKH Steel,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN16-20S,420,BKH-DN16-20S-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,BKH Steel,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN20-25S,420,BKH-DN20-25S-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,BKH Steel,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN25-30S,315,BKH-DN25-30S-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,BKH Steel,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN25/32-38S,315,BKH-DN25_32-38S-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,BKH Steel,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BKH-DN6-7/16" UNF,500,BKH-DN6-7_16 UNF-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,BKH Steel,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BKH-DN10-9/16" UNF,500,BKH-DN10-9_16 UNF-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,BKH Steel,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BKH-DN13-3/4" UNF,500,BKH-DN13-3_4 UNF-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,BKH Steel,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BKH-DN20-1 1/16" UN,420,BKH-DN20-1 1_16 UN-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,BKH Steel,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BKH-DN25-1 5/16" UN,315,BKH-DN25-1 5_16 UN-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,MKHP Steel,DIN ISO 228 FEMALE THREAD,,MKHP420-DN32-G1 1/4,420,MKHP-DN32-G1 1_4-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,MKHP Steel,DIN ISO 228 FEMALE THREAD,,MKHP420-DN40-G1 1/2,420,MKHP-DN40-G1 1_2-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,MKHP Steel,DIN ISO 228 FEMALE THREAD,,MKHP420-DN50-G2,420,MKHP-DN50-G2-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,MKHP Steel,ANSI B1.20.1 NPT FEMALE THREAD,,MKHP420-DN32-1 1/4" NPT,420,MKHP-DN32-1 1_4 NPT-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,MKHP Steel,ANSI B1.20.1 NPT FEMALE THREAD,,MKHP420-DN40-1 1/2" NPT,420,MKHP-DN40-1 1_2 NPT-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,MKHP Steel,ANSI B1.20.1 NPT FEMALE THREAD,,MKHP420-DN50-2" NPT,420,MKHP-DN50-2 NPT-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,MKHP Steel,DIN 2353 - ISO 8434-1 LIGHT SERIES,,MKHP420-DN32-35L,420,MKHP-DN32-35L-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,MKHP Steel,DIN 2353 - ISO 8434-1 LIGHT SERIES,,MKHP420-DN40-42L,420,MKHP-DN40-42L-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,MKHP Steel,DIN 2353 - ISO 8434-1 HEAVY SERIES,,MKHP420-DN32-38S,420,MKHP-DN32-38S-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,MKHP Steel,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,MKHP420-DN32-1 5/8" UN,420,MKHP-DN32-1 5_8 UN-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,MKHP Steel,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,MKHP420-DN40-1 7/8" UN,420,MKHP-DN40-1 7_8 UN-STL-IS,
orig/2-way ball valves for isocyanate with threaded connections.xlsx.xml,MKHP Steel,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,MKHP420-DN50-2 1/2" UN,420,MKHP-DN50-2 1_2 UN-STL-IS,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Steel,DIN ISO 228 FEMALE THREAD,,BKH-DN4-G1/8,500,BKH-DN4-G1_8-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Steel,DIN ISO 228 FEMALE THREAD,,BKH-DN6-G1/4,500,BKH-DN6-G1_4-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Steel,DIN ISO 228 FEMALE THREAD,,BKH-DN10-G3/8,500,BKH-DN10-G3_8-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Steel,DIN ISO 228 FEMALE THREAD,,BKH-DN13-G1/2,500,BKH-DN13-G1_2-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Steel,DIN ISO 228 FEMALE THREAD,,BKH-DN16-G5/8,400,BKH-DN16-G5_8-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Steel,DIN ISO 228 FEMALE THREAD,,BKH-DN20-G3/4,315,BKH-DN20-G3_4-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Steel,DIN ISO 228 FEMALE THREAD,,BKH-DN25-G1,315,BKH-DN25-G1-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Steel,DIN ISO 228 FEMALE THREAD,,BKH-DN25/32-G1 1/4,315,BKH-DN25_32-G1 1_4-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Steel,DIN ISO 228 FEMALE THREAD,,BKH-DN25/40-G1 1/2,315,BKH-DN25_40-G1 1_2-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Steel,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN4-1/8" NPT,500,BKH-DN4-1_8 NPT-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Steel,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN6-1/4" NPT,500,BKH-DN6-1_4 NPT-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Steel,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN10-3/8" NPT,500,BKH-DN10-3_8 NPT-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Steel,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN13-1/2" NPT,500,BKH-DN13-1_2 NPT-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Steel,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN20-3/4" NPT,315,BKH-DN20-3_4 NPT-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Steel,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN25-1" NPT,315,BKH-DN25-1 NPT-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Steel,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN25/32-1 1/4" NPT,315,BKH-DN25_32-1 1_4 NPT-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Steel,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN25/40-1 1/2" NPT,250,BKH-DN25_40-1 1_2 NPT-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Steel,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN4-6L,500,BKH-DN4-6L-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Steel,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN6-8L,500,BKH-DN6-8L-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Steel,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN8-10L,500,BKH-DN8-10L-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Steel,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN10-12L,500,BKH-DN10-12L-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Steel,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN13-15L,500,BKH-DN13-15L-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Steel,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN13-18L,500,BKH-DN13-18L-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Steel,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN16-18L,400,BKH-DN16-18L-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Steel,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN20-22L,315,BKH-DN20-22L-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Steel,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN25-28L,315,BKH-DN25-28L-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Steel,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN25/32-35L,315,BKH-DN25_32-35L-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Steel,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BKH-DN25/40-42L,315,BKH-DN25_40-42L-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Steel,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN4-8S,500,BKH-DN4-8S-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Steel,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN6-10S,500,BKH-DN6-10S-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Steel,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN8-12S,500,BKH-DN8-12S-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Steel,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN10-14S,500,BKH-DN10-14S-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Steel,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN13-16S,500,BKH-DN13-16S-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Steel,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN13-20S,500,BKH-DN13-20S-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Steel,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN16-20S,400,BKH-DN16-20S-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Steel,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN20-25S,315,BKH-DN20-25S-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Steel,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN25-30S,315,BKH-DN25-30S-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Steel,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BKH-DN25/32-38S,315,BKH-DN25_32-38S-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Steel,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BKH-DN6-7/16" UNF,500,BKH-DN6-7_16 UNF-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Steel,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BKH-DN10-9/16" UNF,500,BKH-DN10-9_16 UNF-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Steel,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BKH-DN13-3/4" UNF,500,BKH-DN13-3_4 UNF-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Steel,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BKH-DN20-1 1/16" UN,315,BKH-DN20-1 1_16 UN-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Steel,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BKH-DN25-1 5/16" UN,315,BKH-DN25-1 5_16 UN-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Stainless Steel,DIN ISO 228 FEMALE THREAD,,BKH-DN4-G1/8,500,BKH-DN4-G1_8-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Stainless Steel,DIN ISO 228 FEMALE THREAD,,BKH-DN6-G1/4,500,BKH-DN6-G1_4-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Stainless Steel,DIN ISO 228 FEMALE THREAD,,BKH-DN10-G3/8,500,BKH-DN10-G3_8-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Stainless Steel,DIN ISO 228 FEMALE THREAD,,BKH-DN13-G1/2,500,BKH-DN13-G1_2-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Stainless Steel,DIN ISO 228 FEMALE THREAD,,BKH-DN16-G5/8,400,BKH-DN16-G5_8-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Stainless Steel,DIN ISO 228 FEMALE THREAD,,BKH-DN20-G3/4,315,BKH-DN20-G3_4-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Stainless Steel,DIN ISO 228 FEMALE THREAD,,BKH-DN25-G1,315,BKH-DN25-G1-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Stainless Steel,DIN ISO 228 FEMALE THREAD,,BKH-DN25/32-G1 1/4,315,BKH-DN25_32-G1 1_4-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Stainless Steel,DIN ISO 228 FEMALE THREAD,,BKH-DN25/40-G1 1/2,315,BKH-DN25_40-G1 1_2-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Stainless Steel,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN4-1/8" NPT,500,BKH-DN4-1_8 NPT-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Stainless Steel,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN6-1/4" NPT,500,BKH-DN6-1_4 NPT-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Stainless Steel,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN10-3/8" NPT,500,BKH-DN10-3_8 NPT-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Stainless Steel,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN13-1/2" NPT,500,BKH-DN13-1_2 NPT-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Stainless Steel,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN20-3/4" NPT,315,BKH-DN20-3_4 NPT-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Stainless Steel,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN25-1" NPT,315,BKH-DN25-1 NPT-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Stainless Steel,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN25/32-1 1/4" NPT,315,BKH-DN25_32-1 1_4 NPT-PL,
orig/2-way ball valves for paints and lacquers.xlsx.xml,BKH Stainless Steel,ANSI B1.20.1 NPT FEMALE THREAD,,BKH-DN25/40-1 1/2" NPT,250,BKH-DN25_40-1 1_2 NPT-PL,
